customer_id,name,age,digital_skill_level,vulnerability_flag,avg_txn_amount,std_txn_amount,primary_device,trusted_contact,account_created_days
1039,Eleanor Rao,51,8,False,679.73,183.35,DEV-1039-A,,596
1040,Suresh Patel,63,8,False,1589.62,405.37,DEV-1040-A,,3125
1041,Sunita Joshi,40,6,False,2821.14,1308.99,DEV-1041-A,,479
1042,Ramesh Williams,75,5,True,13784.92,4090.55,DEV-1042-A,+91 98765 30969,3274
1043,Martha Johnson,24,5,False,4687.16,1592.15,DEV-1043-A,,290
1044,George Singhania,66,4,True,4786.99,1118.51,DEV-1044-A,+91 98765 88104,1947
1045,Anish Smith,28,7,False,3561.44,725.39,DEV-1045-A,,3555
1046,Aarav Williams,24,7,False,683.01,325.63,DEV-1046-A,,2982
1047,Meena Williams,60,8,False,842.52,248.46,DEV-1047-A,,2229
1048,Anish Kumar,39,8,False,4987.61,2691.76,DEV-1048-A,,2655
1049,Arthur Patel,60,6,False,2031.82,705.22,DEV-1049-A,,1232
1050,Martha Verma,35,8,False,1492.67,675.37,DEV-1050-A,,1888
1051,Aarav Taylor,73,6,True,1948.88,773.72,DEV-1051-A,+91 98765 44522,2080
1052,Priya Smith,30,6,False,3951.08,828.65,DEV-1052-A,,465
1053,Kavita Joshi,59,7,False,3269.11,1917.86,DEV-1053-A,,2647
1054,Vikram Verma,88,2,True,3366.54,1191.89,DEV-1054-A,+91 98765 59009,3153
1055,Priya Smith,78,2,True,1199.46,507.04,DEV-1055-A,+91 98765 79514,32
1056,Arthur Deshmukh,86,4,True,7408.25,1769.61,DEV-1056-A,+91 98765 12552,488
1057,Eleanor Joshi,57,9,False,1883.88,934.98,DEV-1057-A,,3334
1058,Kavita Rao,64,6,False,5462.18,1733.9,DEV-1058-A,,267
1059,Lakshmi Johnson,74,3,True,2221.12,1255.59,DEV-1059-A,+91 98765 20322,380
1060,Suresh Joshi,51,9,False,1818.64,836.55,DEV-1060-A,,313
1061,Ramesh Verma,64,7,False,2081.71,697.79,DEV-1061-A,,2732
1062,Suresh Smith,42,7,False,911.65,195.44,DEV-1062-A,,706
1063,Anish Smith,48,4,False,2406.3,1049.95,DEV-1063-A,,3603
1064,Martha Rao,19,6,False,1383.19,565.58,DEV-1064-A,,2238
1065,Vikram Taylor,70,4,True,654.13,153.16,DEV-1065-A,+91 98765 50857,1664
1066,Eleanor Deshmukh,21,10,False,7900.89,3594.68,DEV-1066-A,,2149
1067,Devi Patel,66,3,True,2575.14,847.69,DEV-1067-A,+91 98765 42493,950
1068,Rajesh Nair,73,2,True,475.66,110.06,DEV-1068-A,+91 98765 12757,2439
1069,Lakshmi Johnson,19,6,False,6829.74,1839.37,DEV-1069-A,,932
1070,Aarav Patel,28,7,False,497.81,241.86,DEV-1070-A,,2929
1071,Sunita Rao,60,8,False,6775.58,3013.02,DEV-1071-A,,306
1072,Sunita Joshi,45,6,False,649.41,326.74,DEV-1072-A,,1383
1073,Rajesh Smith,18,7,False,8083.7,1933.08,DEV-1073-A,,1004
1074,Anish Williams,49,5,False,1662.21,620.9,DEV-1074-A,,2018
1075,Vikram Smith,43,9,False,5211.44,1136.73,DEV-1075-A,,571
1076,Suresh Rao,42,7,False,11830.04,6418.93,DEV-1076-A,,3243
1077,Suresh Kumar,60,7,False,1898.31,824.46,DEV-1077-A,,1697
1078,Vikram Patel,86,1,True,5036.33,2303.19,DEV-1078-A,+91 98765 22704,2729
1079,Martha Nair,47,8,False,1913.67,678.28,DEV-1079-A,,1764
1080,Martha Deshmukh,88,2,True,2134.69,699.3,DEV-1080-A,+91 98765 17100,2788
1081,Meena Sharma,77,2,True,1360.5,651.26,DEV-1081-A,+91 98765 62772,3012
1082,Arthur Kumar,58,8,False,2878.58,1500.87,DEV-1082-A,,3559
1083,Meena Rao,36,8,False,1024.44,535.51,DEV-1083-A,,814
1084,Vikram Smith,91,1,True,680.99,347.69,DEV-1084-A,+91 98765 68800,604
1085,Martha Verma,40,9,False,1272.05,638.34,DEV-1085-A,,1170
1086,Devi Rao,24,7,False,3807.57,2020.23,DEV-1086-A,,3611
1087,Rajesh Deshmukh,38,7,False,3580.22,731.56,DEV-1087-A,,3339
1088,Meena Sharma,83,3,True,1107.13,642.16,DEV-1088-A,+91 98765 95477,2244
1089,Aarav Patel,87,5,True,4239.42,1608.34,DEV-1089-A,+91 98765 40982,711
1090,Martha Deshmukh,36,9,False,694.14,347.73,DEV-1090-A,,2001
1091,Vikram Joshi,72,2,True,1795.33,753.7,DEV-1091-A,+91 98765 62565,270
1092,Priya Singhania,46,7,False,3439.39,848.93,DEV-1092-A,,38
1093,George Gupta,27,8,False,5357.78,1288.27,DEV-1093-A,,3241
1094,Devi Gupta,23,6,False,2128.26,1125.3,DEV-1094-A,,1762
1095,Suresh Verma,65,9,False,1234.1,714.42,DEV-1095-A,,807
1096,Kavita Rao,90,2,True,5367.35,1252.74,DEV-1096-A,+91 98765 17665,2402
1097,Sunita Taylor,71,1,True,6348.83,3571.48,DEV-1097-A,+91 98765 51104,264
1098,Sunita Johnson,25,7,False,1801.45,698.0,DEV-1098-A,,1982
1099,Priya Sharma,21,9,False,3349.92,1451.68,DEV-1099-A,,2110
1100,Rajesh Joshi,88,1,True,920.29,503.8,DEV-1100-A,+91 98765 34356,310
1101,Rajesh Williams,32,7,False,3971.12,2371.5,DEV-1101-A,,3560
1102,Lakshmi Singhania,22,8,False,1888.39,772.8,DEV-1102-A,,521
1103,Lakshmi Johnson,58,6,False,8006.22,3610.99,DEV-1103-A,,2465
1104,Sunita Johnson,55,7,False,3948.33,1769.06,DEV-1104-A,,365
1105,Martha Williams,35,7,False,611.52,208.74,DEV-1105-A,,2420
1106,Arthur Gupta,55,4,False,2416.27,1269.79,DEV-1106-A,,866
1107,Arthur Rao,63,8,False,5891.86,2164.06,DEV-1107-A,,1117
1108,George Verma,85,3,True,1442.63,756.26,DEV-1108-A,+91 98765 98039,2673
1109,Kavita Deshmukh,90,3,True,751.54,264.81,DEV-1109-A,+91 98765 51441,3109
1110,Rajesh Sharma,89,3,True,2259.68,875.57,DEV-1110-A,+91 98765 70068,2574
1111,Meena Patel,44,7,False,1729.54,944.14,DEV-1111-A,,2232
1112,Vikram Smith,74,5,True,2321.5,1341.61,DEV-1112-A,+91 98765 44760,572
1113,Eleanor Patel,78,3,True,503.06,126.6,DEV-1113-A,+91 98765 42018,1543
1114,Kavita Verma,87,1,True,2774.97,1300.57,DEV-1114-A,+91 98765 67433,3445
1115,Kavita Johnson,57,6,False,1417.87,664.46,DEV-1115-A,,3335
1116,Aarav Williams,51,7,False,6254.21,3382.73,DEV-1116-A,,3376
1117,Kavita Williams,53,9,False,2064.97,746.27,DEV-1117-A,,454
1118,Ramesh Gupta,26,9,False,3649.19,1040.7,DEV-1118-A,,502
1119,Meena Taylor,26,4,False,5741.47,2152.99,DEV-1119-A,,2296
1120,Ramesh Gupta,83,3,True,318.4,163.49,DEV-1120-A,+91 98765 46930,2507
1121,Vikram Taylor,43,8,False,2355.62,1365.81,DEV-1121-A,,1434
1122,Vikram Williams,27,7,False,3419.07,1037.0,DEV-1122-A,,2627
1123,Anish Smith,47,7,False,2496.13,827.47,DEV-1123-A,,2031
1124,Anish Joshi,58,7,False,1702.34,428.23,DEV-1124-A,,238
1125,Rajesh Williams,26,5,False,2670.81,903.45,DEV-1125-A,,1764
1126,Anish Sharma,82,5,True,1400.4,376.61,DEV-1126-A,+91 98765 10464,1396
1127,Ramesh Williams,30,6,False,1156.07,272.23,DEV-1127-A,,1102
1128,Priya Taylor,25,5,False,1551.18,536.26,DEV-1128-A,,1839
1129,Martha Smith,50,7,False,1870.03,971.97,DEV-1129-A,,69
1130,Meena Patel,58,8,False,1100.71,549.59,DEV-1130-A,,3647
1131,Ramesh Smith,29,6,False,676.92,266.58,DEV-1131-A,,177
1132,Eleanor Johnson,57,6,False,313.03,156.2,DEV-1132-A,,2293
1133,Ramesh Singhania,20,8,False,820.28,457.78,DEV-1133-A,,552
1134,Sunita Gupta,51,6,False,1926.74,730.17,DEV-1134-A,,1523
1135,Sunita Nair,52,6,False,876.88,307.71,DEV-1135-A,,890
1136,Lakshmi Williams,19,5,False,1071.16,354.55,DEV-1136-A,,451
1137,Eleanor Kumar,25,7,False,3746.03,1766.78,DEV-1137-A,,2323
1138,Martha Johnson,72,2,True,1803.28,748.08,DEV-1138-A,+91 98765 30257,999
1139,Priya Kumar,55,6,False,6410.1,1609.14,DEV-1139-A,,3350
1140,Priya Singhania,36,9,False,634.15,271.61,DEV-1140-A,,131
1141,Priya Taylor,41,7,False,2001.98,590.37,DEV-1141-A,,1390
1142,Martha Kumar,24,6,False,1095.76,289.58,DEV-1142-A,,2773
1143,Lakshmi Gupta,30,6,False,1168.95,653.1,DEV-1143-A,,682
1144,Meena Singhania,23,3,True,3126.64,1853.95,DEV-1144-A,+91 98765 15075,3546
1145,Suresh Rao,25,8,False,1689.31,922.71,DEV-1145-A,,847
1146,Devi Nair,75,2,True,1180.79,551.97,DEV-1146-A,+91 98765 50001,3390
1147,Lakshmi Rao,85,5,True,6605.71,2060.93,DEV-1147-A,+91 98765 13101,2733
1148,Vikram Singhania,70,2,True,811.08,300.24,DEV-1148-A,+91 98765 53025,1171
1149,Rajesh Kumar,50,6,False,1414.64,628.45,DEV-1149-A,,1173
1150,Eleanor Williams,36,5,False,2239.92,879.07,DEV-1150-A,,2116
1151,George Williams,52,7,False,1305.1,331.19,DEV-1151-A,,3485
1152,Arthur Sharma,22,6,False,3321.6,1569.79,DEV-1152-A,,502
1153,Anish Verma,70,2,True,12671.09,4621.61,DEV-1153-A,+91 98765 86099,1117
1154,Sunita Patel,40,7,False,1942.08,529.2,DEV-1154-A,,2473
1155,Martha Nair,22,8,False,6400.35,3435.27,DEV-1155-A,,3014
1156,Arthur Singhania,27,6,False,2894.78,768.46,DEV-1156-A,,2513
1157,Meena Singhania,28,8,False,4137.87,1693.32,DEV-1157-A,,2391
1158,Vikram Gupta,41,7,False,3858.73,2032.16,DEV-1158-A,,211
1159,Martha Sharma,46,6,False,303.61,97.32,DEV-1159-A,,2159
1160,Vikram Nair,68,1,True,1831.41,1025.28,DEV-1160-A,+91 98765 66531,316
1161,Arthur Johnson,42,8,False,1951.78,877.71,DEV-1161-A,,1315
1162,Meena Taylor,25,7,False,2850.21,951.86,DEV-1162-A,,1260
1163,Kavita Williams,26,8,False,4904.27,2027.35,DEV-1163-A,,1702
1164,Arthur Singhania,82,2,True,2497.53,810.92,DEV-1164-A,+91 98765 48752,2300
1165,Ramesh Rao,34,9,False,2493.96,1373.44,DEV-1165-A,,1752
1166,George Williams,40,9,False,1266.85,329.34,DEV-1166-A,,3094
1167,Priya Johnson,32,8,False,3939.65,1798.29,DEV-1167-A,,2361
1168,Kavita Singhania,64,5,False,2263.74,765.77,DEV-1168-A,,2274
1169,Aarav Gupta,29,7,False,3527.88,1271.24,DEV-1169-A,,1205
1170,Vikram Singhania,47,7,False,14985.78,6662.4,DEV-1170-A,,3248
1171,Arthur Deshmukh,19,10,False,2899.29,1649.7,DEV-1171-A,,1839
1172,Devi Williams,65,7,False,726.47,321.6,DEV-1172-A,,905
1173,Suresh Kumar,45,7,False,1958.78,1116.95,DEV-1173-A,,3290
1174,Priya Williams,47,10,False,2749.47,988.71,DEV-1174-A,,377
1175,Kavita Smith,21,9,False,1134.29,228.96,DEV-1175-A,,2749
1176,Arthur Patel,39,8,False,282.42,160.4,DEV-1176-A,,3382
1177,Lakshmi Williams,40,9,False,939.38,357.8,DEV-1177-A,,1301
1178,Lakshmi Kumar,32,5,False,1604.83,434.19,DEV-1178-A,,845
1179,Ramesh Sharma,50,8,False,1594.36,549.99,DEV-1179-A,,219
1180,Lakshmi Deshmukh,55,5,False,2733.49,1597.53,DEV-1180-A,,2533
1181,Rajesh Deshmukh,27,6,False,1585.05,949.05,DEV-1181-A,,1727
1182,Vikram Taylor,50,6,False,2037.4,1018.67,DEV-1182-A,,2882
1183,George Deshmukh,31,7,False,2046.79,565.48,DEV-1183-A,,1666
1184,Lakshmi Verma,20,10,False,745.69,168.74,DEV-1184-A,,2717
1185,Aarav Kumar,71,5,True,215.4,81.06,DEV-1185-A,+91 98765 23970,3218
1186,Martha Rao,43,5,False,2128.05,580.47,DEV-1186-A,,750
1187,Devi Sharma,79,3,True,2757.86,850.24,DEV-1187-A,+91 98765 83060,1050
1188,Meena Deshmukh,59,6,False,1710.14,448.85,DEV-1188-A,,576
1189,Devi Williams,66,3,True,1851.94,534.82,DEV-1189-A,+91 98765 79616,2319
1190,Arthur Kumar,32,7,False,1629.0,442.14,DEV-1190-A,,1842
1191,Martha Joshi,60,6,False,1505.12,447.43,DEV-1191-A,,2274
1192,Devi Verma,66,3,True,2213.22,794.27,DEV-1192-A,+91 98765 72216,1873
1193,Anish Kumar,61,6,False,854.16,477.08,DEV-1193-A,,1042
1194,Anish Kumar,18,4,False,7418.63,4132.69,DEV-1194-A,,3215
1195,Suresh Williams,75,2,True,941.01,331.12,DEV-1195-A,+91 98765 41358,1154
1196,Devi Patel,56,8,False,583.81,212.37,DEV-1196-A,,2952
1197,Kavita Rao,53,4,False,1169.19,677.41,DEV-1197-A,,1142
1198,Arthur Nair,70,4,True,1763.81,917.08,DEV-1198-A,+91 98765 80798,360
1199,Ramesh Verma,45,10,False,3095.81,938.51,DEV-1199-A,,977
1200,George Taylor,27,5,False,1959.91,605.46,DEV-1200-A,,655
1201,Vikram Patel,19,5,False,2811.55,1185.55,DEV-1201-A,,1729
1202,Martha Nair,60,6,False,2756.04,563.33,DEV-1202-A,,2252
1203,Devi Singhania,26,9,False,6351.18,2959.74,DEV-1203-A,,285
1204,Vikram Joshi,29,7,False,3447.05,1217.69,DEV-1204-A,,1750
1205,George Kumar,51,6,False,2119.31,935.17,DEV-1205-A,,2422
1206,Aarav Joshi,33,5,False,954.56,326.72,DEV-1206-A,,3637
1207,George Deshmukh,66,4,True,444.58,173.57,DEV-1207-A,+91 98765 10772,1470
1208,Kavita Kumar,61,7,False,2086.47,596.68,DEV-1208-A,,1627
1209,Martha Smith,20,8,False,536.28,118.29,DEV-1209-A,,3091
1210,Lakshmi Deshmukh,50,4,False,3982.63,2024.63,DEV-1210-A,,928
1211,Anish Singhania,24,7,False,1383.15,550.77,DEV-1211-A,,2019
1212,Aarav Singhania,63,5,False,1312.51,692.53,DEV-1212-A,,1406
1213,George Taylor,73,2,True,3803.15,1658.52,DEV-1213-A,+91 98765 31632,3472
1214,Devi Verma,41,5,False,1508.7,628.77,DEV-1214-A,,2578
1215,Aarav Singhania,80,4,True,2965.88,1374.72,DEV-1215-A,+91 98765 87580,2341
1216,Aarav Patel,63,6,False,2999.96,1187.29,DEV-1216-A,,2662
1217,Martha Verma,32,8,False,2012.39,429.8,DEV-1217-A,,3580
1218,Devi Verma,64,8,False,1524.44,897.02,DEV-1218-A,,235
1219,Anish Singhania,86,4,True,1695.39,911.81,DEV-1219-A,+91 98765 52906,896
1220,Devi Nair,38,5,False,2699.51,670.09,DEV-1220-A,,1412
1221,George Gupta,22,5,False,5025.81,2462.18,DEV-1221-A,,3110
1222,Martha Gupta,22,8,False,386.16,199.37,DEV-1222-A,,3449
1223,Rajesh Deshmukh,38,8,False,2267.48,1012.08,DEV-1223-A,,109
1224,Sunita Nair,33,8,False,1877.34,975.3,DEV-1224-A,,948
1225,Rajesh Kumar,91,4,True,1046.55,377.57,DEV-1225-A,+91 98765 95426,194
1226,Aarav Rao,49,8,False,2324.1,1379.66,DEV-1226-A,,846
1227,Aarav Johnson,70,1,True,442.8,219.2,DEV-1227-A,+91 98765 29973,1007
1228,Ramesh Deshmukh,33,7,False,949.72,299.06,DEV-1228-A,,2772
1229,Meena Johnson,37,4,False,688.2,324.73,DEV-1229-A,,922
1230,Devi Taylor,32,7,False,934.05,515.27,DEV-1230-A,,1079
1231,Eleanor Verma,86,6,True,1063.03,283.63,DEV-1231-A,+91 98765 89415,2517
1232,Meena Kumar,91,4,True,6613.62,2679.01,DEV-1232-A,+91 98765 31465,1304
1233,Meena Johnson,32,6,False,1119.75,307.46,DEV-1233-A,,135
1234,Kavita Johnson,71,2,True,1580.52,928.78,DEV-1234-A,+91 98765 98781,1567
1235,George Taylor,81,3,True,707.08,355.87,DEV-1235-A,+91 98765 35995,341
1236,Lakshmi Patel,64,8,False,1337.77,387.65,DEV-1236-A,,2885
1237,Kavita Joshi,32,10,False,3828.66,1654.11,DEV-1237-A,,2832
1238,Meena Kumar,23,6,False,2884.31,726.29,DEV-1238-A,,2348
1239,Sunita Nair,81,4,True,4302.23,1808.41,DEV-1239-A,+91 98765 79827,1784
1240,Eleanor Patel,23,4,False,661.25,200.95,DEV-1240-A,,2102
1241,Arthur Sharma,66,2,True,1796.11,517.41,DEV-1241-A,+91 98765 65057,3398
1242,Suresh Patel,63,2,True,901.28,393.83,DEV-1242-A,+91 98765 66822,1513
1243,Devi Taylor,75,5,True,731.1,311.66,DEV-1243-A,+91 98765 30052,1813
1244,Priya Taylor,35,7,False,2308.71,1069.81,DEV-1244-A,,2167
1245,Anish Johnson,78,3,True,3203.52,1713.26,DEV-1245-A,+91 98765 80539,3202
1246,Suresh Deshmukh,64,9,False,6157.04,3085.21,DEV-1246-A,,1814
1247,Anish Nair,28,6,False,928.11,461.64,DEV-1247-A,,3518
1248,Lakshmi Joshi,28,8,False,2490.73,1003.73,DEV-1248-A,,384
1249,Anish Deshmukh,18,8,False,549.21,325.39,DEV-1249-A,,1028
1250,Devi Johnson,58,8,False,613.88,255.37,DEV-1250-A,,2529
1251,George Nair,71,3,True,1311.46,546.23,DEV-1251-A,+91 98765 13761,2054
1252,Arthur Verma,88,4,True,570.67,326.89,DEV-1252-A,+91 98765 73904,898
1253,Eleanor Kumar,24,7,False,2506.92,569.41,DEV-1253-A,,1088
1254,Arthur Gupta,37,6,False,2079.14,899.99,DEV-1254-A,,3635
1255,Anish Smith,40,6,False,2002.68,1098.7,DEV-1255-A,,71
1256,Vikram Patel,89,3,True,1187.2,249.12,DEV-1256-A,+91 98765 41635,2979
1257,Martha Deshmukh,19,7,False,354.89,180.34,DEV-1257-A,,2304
1258,Lakshmi Taylor,63,4,False,1306.11,782.16,DEV-1258-A,,1980
1259,Suresh Deshmukh,45,5,False,1568.39,812.31,DEV-1259-A,,3277
1260,Aarav Patel,63,9,False,5158.68,1595.6,DEV-1260-A,,1235
1261,Lakshmi Singhania,87,3,True,722.29,417.08,DEV-1261-A,+91 98765 41890,1284
1262,Eleanor Deshmukh,45,5,False,6823.38,2113.11,DEV-1262-A,,2297
1263,Eleanor Singhania,90,4,True,1532.64,447.5,DEV-1263-A,+91 98765 82140,1384
1264,Eleanor Taylor,31,7,False,1504.89,522.81,DEV-1264-A,,1888
1265,Anish Gupta,79,4,True,1766.68,484.44,DEV-1265-A,+91 98765 42951,974
1266,Meena Taylor,79,4,True,3222.88,1733.63,DEV-1266-A,+91 98765 35242,1322
1267,Meena Taylor,70,2,True,2341.62,498.79,DEV-1267-A,+91 98765 80236,3151
1268,Priya Rao,84,4,True,2678.8,1051.72,DEV-1268-A,+91 98765 38361,3055
1269,Suresh Gupta,25,8,False,986.42,367.07,DEV-1269-A,,2997
1270,Kavita Patel,30,6,False,1787.49,773.61,DEV-1270-A,,3440
1271,Vikram Gupta,35,6,False,4010.22,1532.26,DEV-1271-A,,961
1272,Eleanor Verma,18,7,False,1042.6,408.67,DEV-1272-A,,1268
1273,Aarav Taylor,56,9,False,753.78,410.09,DEV-1273-A,,2217
1274,Ramesh Gupta,71,3,True,1145.04,277.07,DEV-1274-A,+91 98765 15965,253
1275,Kavita Taylor,33,10,False,1775.64,854.06,DEV-1275-A,,547
1276,Suresh Patel,54,6,False,1863.34,634.0,DEV-1276-A,,3604
1277,Aarav Johnson,20,7,False,1006.77,254.8,DEV-1277-A,,1194
1278,Suresh Deshmukh,54,8,False,2976.93,833.72,DEV-1278-A,,1834
1279,Arthur Verma,28,7,False,954.48,460.62,DEV-1279-A,,240
1280,Anish Joshi,20,10,False,2407.49,1320.24,DEV-1280-A,,1986
1281,Meena Joshi,65,6,False,4320.85,2272.46,DEV-1281-A,,297
1282,George Deshmukh,23,7,False,3866.54,2037.35,DEV-1282-A,,333
1283,Sunita Verma,47,8,False,10363.09,5105.23,DEV-1283-A,,641
1284,Kavita Patel,23,5,False,1183.89,610.74,DEV-1284-A,,1046
1285,Meena Smith,60,10,False,1673.54,816.15,DEV-1285-A,,3161
1286,Martha Johnson,32,5,False,2839.61,1340.56,DEV-1286-A,,2471
1287,Lakshmi Kumar,22,9,False,1654.76,812.27,DEV-1287-A,,2170
1288,George Deshmukh,68,1,True,878.94,306.24,DEV-1288-A,+91 98765 68028,1247
1289,Martha Gupta,90,1,True,8967.75,4395.12,DEV-1289-A,+91 98765 84531,2573
1290,Sunita Johnson,49,5,False,1143.43,499.61,DEV-1290-A,,3061
1291,Meena Kumar,83,4,True,663.12,300.14,DEV-1291-A,+91 98765 37235,2592
1292,Vikram Gupta,67,3,True,1044.73,588.82,DEV-1292-A,+91 98765 96563,362
1293,Priya Rao,29,7,False,1431.97,568.36,DEV-1293-A,,741
1294,Rajesh Verma,33,7,False,4229.85,1717.01,DEV-1294-A,,40
1295,Martha Deshmukh,41,5,False,2334.09,831.95,DEV-1295-A,,2853
1296,Suresh Gupta,89,4,True,667.4,220.29,DEV-1296-A,+91 98765 14278,978
1297,Kavita Taylor,71,1,True,1454.01,333.55,DEV-1297-A,+91 98765 47056,2909
1298,Devi Patel,28,4,False,2215.73,1177.78,DEV-1298-A,,2845
1299,Lakshmi Gupta,45,8,False,593.72,286.6,DEV-1299-A,,3256
1300,Vikram Singhania,28,8,False,4807.83,1874.34,DEV-1300-A,,500
1301,Lakshmi Williams,77,3,True,5110.18,2796.85,DEV-1301-A,+91 98765 29528,1118
1302,Ramesh Patel,31,7,False,1163.56,259.28,DEV-1302-A,,274
1303,Priya Kumar,52,7,False,790.0,453.1,DEV-1303-A,,1289
1304,Kavita Deshmukh,38,6,False,1821.53,472.39,DEV-1304-A,,539
1305,Devi Taylor,90,3,True,2596.78,1420.87,DEV-1305-A,+91 98765 49857,2896
1306,George Gupta,47,4,False,18962.19,8850.52,DEV-1306-A,,2079
1307,Suresh Deshmukh,27,6,False,3027.26,1420.91,DEV-1307-A,,359
1308,Sunita Singhania,89,3,True,1074.3,405.55,DEV-1308-A,+91 98765 52247,2502
1309,Anish Sharma,79,4,True,868.07,464.63,DEV-1309-A,+91 98765 21970,967
1310,Aarav Kumar,86,3,True,8979.74,4015.19,DEV-1310-A,+91 98765 98117,3394
1311,Anish Johnson,80,2,True,1908.36,1092.31,DEV-1311-A,+91 98765 15273,3155
1312,Priya Deshmukh,63,5,False,3086.29,1430.66,DEV-1312-A,,2155
1313,Devi Gupta,43,6,False,2292.28,1061.64,DEV-1313-A,,773
1314,Martha Williams,91,4,True,1477.48,757.88,DEV-1314-A,+91 98765 74451,403
1315,Suresh Nair,54,8,False,2402.92,869.03,DEV-1315-A,,1702
1316,Arthur Nair,39,9,False,2852.53,1440.28,DEV-1316-A,,2774
1317,Meena Joshi,73,5,True,1466.86,363.9,DEV-1317-A,+91 98765 31079,1380
1318,Martha Taylor,53,5,False,485.42,232.12,DEV-1318-A,,2059
1319,Kavita Williams,43,5,False,1418.24,495.39,DEV-1319-A,,1670
1320,Sunita Deshmukh,32,7,False,1032.67,482.55,DEV-1320-A,,390
1321,Arthur Gupta,58,4,False,1046.92,570.92,DEV-1321-A,,1354
1322,Meena Kumar,51,6,False,1779.44,598.78,DEV-1322-A,,1685
1323,Aarav Williams,42,9,False,420.21,173.73,DEV-1323-A,,3590
1324,Devi Singhania,57,8,False,2865.15,1396.04,DEV-1324-A,,252
1325,Vikram Smith,87,3,True,2474.19,1412.3,DEV-1325-A,+91 98765 57419,2580
1326,Suresh Williams,21,7,False,2814.27,677.02,DEV-1326-A,,1840
1327,Sunita Rao,49,6,False,822.69,265.66,DEV-1327-A,,1123
1328,Ramesh Gupta,73,1,True,2483.62,1103.06,DEV-1328-A,+91 98765 67424,3637
1329,Suresh Patel,66,2,True,508.04,126.38,DEV-1329-A,+91 98765 13783,2610
1330,Lakshmi Taylor,29,6,False,2809.69,1152.16,DEV-1330-A,,678
1331,Kavita Smith,65,7,False,854.24,258.51,DEV-1331-A,,86
1332,Martha Patel,88,5,True,1702.55,715.23,DEV-1332-A,+91 98765 39451,3476
